"","X","McAllister.LTS.MD10","McAllister.LTS.MD11","McAllister.LTS.MD12","McAllister.LTS.MD13","McAllister.LTS.MD14","McAllister.LTS.MD15","McAllister.LTS.MD16","McAllister.LTS.MD17","McAllister.LTS.MD18","McAllister.LTS.MD19","McAllister.LTS.MD2","McAllister.LTS.MD20","McAllister.LTS.MD21","McAllister.LTS.MD3","McAllister.LTS.MD4","McAllister.LTS.MD5","McAllister.LTS.MD6","McAllister.LTS.MD7","McAllister.LTS.MD8","McAllister.LTS.MD9","McAllister.STS.MD1","McAllister.STS.MD10","McAllister.STS.MD11","McAllister.STS.MD12","McAllister.STS.MD13","McAllister.STS.MD14","McAllister.STS.MD15","McAllister.STS.MD16","McAllister.STS.MD17","McAllister.STS.MD18","McAllister.STS.MD19","McAllister.STS.MD2","McAllister.STS.MD20","McAllister.STS.MD21","McAllister.STS.MD22","McAllister.STS.MD3","McAllister.STS.MD4","McAllister.STS.MD5","McAllister.STS.MD6","McAllister.STS.MD7","McAllister.STS.MD8","McAllister.STS.MD9"
"1190","Zotu.1195",0,1,0,0,0,0,1,3,0,2,1,3,0,1,1,1,0,0,0,0,1,1,2,0,2,3,0,0,2,1,1,1,2,1,1,2,0,3,0,2,1,0
"1191","Zotu.1196",0,1,1,1,1,0,1,1,2,3,1,0,4,2,0,0,2,1,1,3,1,0,1,0,0,2,0,1,0,0,1,0,1,2,3,1,1,2,0,2,0,1
"1192","Zotu.1197",1,0,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,1,0,2,4,1,2,1,3,0,0,2,2,1,0,1,2,0,2,2,1,1,2,0
"1193","Zotu.1198",0,1,0,2,0,0,0,4,2,1,0,2,0,0,0,1,0,2,1,0,0,0,1,3,1,0,0,1,0,1,2,0,0,1,0,0,0,1,0,3,5,0
"1194","Zotu.1199",0,2,0,1,1,1,1,1,0,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,4,2,1,4,1,2,0,0,1,3,0,1,2,1,1,1,0,2
"1195","Zotu.1200",0,3,3,0,1,1,3,1,1,2,2,3,3,0,2,2,0,0,2,0,2,0,0,0,1,2,0,1,0,1,1,1,0,1,1,0,2,0,2,1,1,0
"1196","Zotu.1201",1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,1,0,0,2,1,0,2,1,2,0,1,4,1,1,2,1,1,2,0,2,1,1,0,1,1
"1197","Zotu.1202",0,1,3,0,0,1,2,1,1,0,1,0,1,0,2,3,0,3,0,0,0,1,0,0,0,2,0,1,2,0,1,2,1,1,0,0,1,1,0,0,0,3
"1198","Zotu.1203",0,0,0,2,1,0,1,0,1,1,1,2,0,0,1,1,1,2,1,1,2,1,0,1,2,1,1,1,1,1,1,1,1,0,0,3,1,2,0,0,2,1
"1199","Zotu.1204",1,0,2,0,0,2,1,2,0,0,1,2,1,2,4,1,2,2,1,1,2,0,0,3,0,0,0,1,0,2,1,2,1,0,0,1,2,0,0,3,2,2
"1200","Zotu.1205",0,2,1,1,5,1,0,1,5,0,0,2,1,2,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,4,3,2,2,4,0,1,0,0,0,3,1
"1201","Zotu.1206",1,1,1,2,1,1,2,2,1,0,1,1,0,1,2,2,1,1,1,0,0,2,1,2,0,3,1,2,0,0,3,2,1,1,0,0,3,1,2,1,0,0
"1202","Zotu.1207",1,1,1,0,0,0,1,1,0,1,1,0,2,2,1,0,3,1,1,3,3,1,1,0,2,1,0,0,1,0,0,0,0,2,3,0,0,1,2,1,0,2
"1203","Zotu.1208",0,0,0,0,1,2,0,0,0,1,2,1,0,0,1,1,1,0,1,3,0,0,0,2,1,0,1,2,2,3,0,0,2,0,0,2,2,1,2,0,3,2
"1204","Zotu.1209",0,0,0,2,0,0,2,0,1,3,3,2,2,0,0,0,1,2,0,0,0,1,0,1,0,1,1,1,2,2,0,1,2,0,0,2,1,0,1,0,2,2
"1205","Zotu.1210",1,0,0,1,0,1,0,4,0,1,1,2,1,2,0,1,1,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,3,0,2,2
"1206","Zotu.1211",1,1,0,3,0,2,0,0,1,0,1,0,0,0,1,1,2,1,1,1,1,1,0,0,1,1,0,2,1,1,3,0,1,0,0,1,0,1,1,1,0,0
"1207","Zotu.1212",0,1,0,1,2,1,0,0,1,0,2,2,3,1,2,0,2,2,0,1,0,0,3,0,2,1,2,0,2,3,0,2,0,3,1,1,0,2,1,0,2,2
"1208","Zotu.1213",2,1,0,2,0,2,0,1,1,2,1,3,0,3,0,0,0,0,0,0,1,0,1,0,3,0,1,1,1,1,0,1,1,2,1,0,1,1,1,2,3,0
"1209","Zotu.1214",0,0,1,1,3,0,0,1,1,1,2,0,1,0,0,0,1,1,0,3,4,1,2,1,0,0,1,0,0,1,1,2,0,0,1,0,2,0,1,2,2,1
"1210","Zotu.1215",2,2,0,1,2,1,1,1,0,3,1,1,1,2,1,1,0,1,0,0,0,2,0,0,1,2,0,1,0,0,2,1,0,1,1,2,2,3,1,0,2,0
"1211","Zotu.1216",1,0,1,0,1,0,1,0,2,2,1,1,0,0,1,1,3,3,0,1,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,2,1
"1212","Zotu.1217",4,1,1,1,0,1,3,0,0,1,2,0,0,1,0,2,0,1,1,1,1,2,2,1,0,1,0,0,0,0,2,0,2,1,2,1,0,0,1,0,2,0
"1213","Zotu.1218",3,0,2,1,0,1,1,1,3,0,0,3,0,2,0,0,1,0,1,2,0,0,1,1,1,1,0,0,0,0,1,2,0,1,1,0,2,0,2,0,0,0
"1214","Zotu.1219",0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,2,0,1,3,2,1,0,1,1,1,0,0,1,1,1,1,5,2,1,1,1
"1215","Zotu.1220",0,0,1,3,2,3,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,2,2,0,0,0,4,2,0,1,1,2,1,1,1,1,1
"1216","Zotu.1221",2,0,0,0,0,0,1,0,1,0,2,1,2,1,2,2,1,2,1,3,2,0,0,1,2,2,2,3,1,0,2,1,0,1,0,1,1,1,0,0,1,1
"1217","Zotu.1222",1,1,2,0,0,1,2,0,0,1,3,0,0,3,1,1,1,0,3,1,1,1,1,1,1,2,2,1,2,1,1,0,2,1,0,2,1,1,0,0,0,2
"1218","Zotu.1223",0,0,1,2,1,4,2,3,0,0,3,1,3,1,1,1,3,1,0,0,1,0,1,2,0,0,3,3,1,2,4,0,1,0,1,0,2,1,0,2,0,0
"1219","Zotu.1224",1,0,2,2,0,0,0,1,0,1,1,1,1,3,3,1,1,1,0,0,0,1,0,1,0,2,2,2,1,0,0,1,0,1,1,2,0,0,1,2,1,1
"1220","Zotu.1225",0,3,0,0,1,0,0,1,2,1,0,1,1,0,2,0,0,0,1,2,3,1,0,1,0,0,0,1,1,2,0,1,0,1,2,1,2,1,0,1,1,0
"1221","Zotu.1226",0,0,2,2,4,0,1,1,0,3,1,2,1,1,2,1,1,0,1,2,2,2,1,1,0,3,2,1,0,1,1,0,1,0,1,0,2,0,0,1,0,1
"1222","Zotu.1227",1,1,1,1,1,2,4,0,2,0,1,0,0,1,1,1,1,2,0,1,1,2,1,0,3,0,1,1,2,1,0,2,0,2,0,0,0,1,1,0,0,1
"1223","Zotu.1228",2,0,0,2,1,0,1,0,0,4,0,1,1,2,1,1,1,1,0,0,1,0,0,1,4,4,1,1,1,1,0,1,1,1,0,1,2,2,2,2,2,1
"1224","Zotu.1229",2,1,2,0,1,2,3,4,0,2,0,1,2,1,1,2,1,0,1,0,1,1,2,0,0,0,2,2,1,0,3,2,0,2,1,1,3,0,1,1,1,0
"1225","Zotu.1230",0,2,2,0,1,2,1,1,1,0,0,2,0,2,1,1,0,0,0,1,1,1,2,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,2,0
"1226","Zotu.1231",1,0,2,3,0,0,2,0,2,0,1,2,1,0,0,0,1,0,0,1,0,1,1,2,0,0,0,1,0,1,1,0,0,0,0,0,2,1,3,2,1,1
"1227","Zotu.1232",1,1,4,2,0,2,1,0,1,1,1,0,0,2,0,0,0,0,1,2,0,0,0,1,0,1,1,1,2,1,1,1,1,1,1,2,1,1,0,0,1,5
"1228","Zotu.1233",2,1,0,1,0,1,4,1,1,1,0,1,1,0,0,3,3,0,2,1,1,1,1,1,0,1,1,1,1,1,0,0,2,1,1,3,3,2,0,0,1,0
"1229","Zotu.1234",1,1,2,0,0,1,0,1,1,0,1,0,2,0,2,0,0,1,2,0,2,1,1,1,1,0,0,3,0,1,2,2,1,1,2,1,0,2,1,0,2,1
"1230","Zotu.1235",1,1,1,1,0,2,0,2,1,0,1,0,2,0,0,1,1,4,2,1,1,3,2,0,2,0,1,2,1,3,0,0,3,0,4,1,0,1,2,0,0,0
"1231","Zotu.1236",1,0,2,1,0,0,0,0,1,2,2,0,0,2,0,1,1,1,2,0,1,1,1,1,0,1,1,1,2,1,0,1,0,0,1,1,1,1,1,1,2,1
"1232","Zotu.1237",0,0,3,0,2,1,0,0,1,0,3,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,2,1,1,0,0,1,1,1,2,1,0,2,1,0,1
"1233","Zotu.1238",0,0,1,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,1,0,1,1,1,0,1,0,1,1,3,0,0,1,3,1,2,0,3,2,3,1,1
"1234","Zotu.1239",2,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1,0,1,1,0,1,2,0,1,2,1,1,1,0,2,3,1,1,1,1,1,2,1,0,2,0,1
"1235","Zotu.1240",0,1,1,4,1,0,3,2,1,0,3,2,1,2,1,0,1,0,2,0,0,0,1,2,3,0,4,3,3,0,0,4,0,0,1,0,0,2,3,2,4,0
"1236","Zotu.1241",1,0,1,0,2,2,0,1,3,1,2,1,1,0,1,0,1,0,0,3,1,3,0,2,1,0,1,1,1,1,2,1,0,0,0,1,0,0,1,0,2,0
"1237","Zotu.1242",3,0,3,2,0,0,2,1,0,0,0,3,0,0,0,3,0,0,1,1,4,2,0,1,1,1,1,0,1,0,0,1,1,0,3,0,1,1,3,0,0,2
"1238","Zotu.1243",1,1,0,0,4,1,0,0,1,0,1,2,1,3,2,0,0,1,0,1,0,1,1,0,1,1,0,3,2,0,0,1,3,1,2,1,1,1,1,2,1,1
"1239","Zotu.1244",1,0,0,0,1,2,1,3,1,1,2,1,0,0,0,3,3,3,1,1,3,4,1,1,1,0,1,1,1,1,0,3,3,1,1,1,0,0,0,2,0,0
"1240","Zotu.1245",1,0,2,2,1,0,0,1,0,0,0,2,0,1,3,2,0,0,0,0,2,0,0,3,2,1,0,1,1,0,0,0,1,0,2,2,0,0,0,2,0,0
"1241","Zotu.1246",2,2,2,0,0,1,1,1,0,1,2,2,1,1,1,3,0,0,0,0,1,1,1,0,0,1,0,1,0,2,1,1,4,1,0,1,0,1,0,1,0,1
"1242","Zotu.1247",0,1,1,1,1,0,1,0,1,1,1,0,0,2,0,2,2,1,0,0,0,1,1,1,1,1,1,1,0,0,2,0,1,2,1,2,1,2,2,1,3,2
"1243","Zotu.1248",0,0,0,1,0,2,1,2,3,1,1,1,1,1,1,0,0,2,1,2,2,1,2,3,3,0,2,0,0,1,0,0,0,2,2,1,1,1,0,1,1,0
"1244","Zotu.1249",1,2,1,2,1,0,1,2,0,0,0,1,1,2,0,0,3,0,3,1,1,0,0,1,0,1,2,0,0,1,0,2,1,1,0,2,2,0,1,1,0,0
"1245","Zotu.1250",3,0,1,2,2,1,2,1,1,1,1,1,1,2,1,1,0,3,1,1,0,2,1,1,0,1,0,1,0,0,0,2,1,0,1,0,2,1,0,2,1,0
"1246","Zotu.1251",0,0,0,0,1,1,1,1,0,0,2,3,1,2,1,1,0,1,0,3,1,0,0,2,2,2,0,1,0,1,0,2,1,0,2,1,2,1,1,0,1,1
"1247","Zotu.1252",1,1,4,1,1,2,0,0,0,1,1,1,1,0,1,0,1,2,2,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,2,1,0,1,2,0,1,1
"1248","Zotu.1253",0,1,0,1,1,0,1,0,3,3,0,0,1,0,4,0,1,1,0,0,2,0,1,2,2,2,0,3,2,0,0,1,1,2,0,0,1,0,2,1,1,2
"1249","Zotu.1254",1,0,0,2,2,0,0,2,1,1,0,1,2,0,1,1,0,0,1,0,3,2,0,0,1,4,1,1,0,1,1,1,0,1,1,1,2,0,2,1,2,1
"1250","Zotu.1255",3,1,1,0,0,3,1,1,0,1,2,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,2,0,2,0,1,3,1,1,1,0,1,1,0,0
"1251","Zotu.1256",0,0,1,0,0,1,2,3,0,2,0,2,0,0,0,2,1,0,1,1,2,0,1,1,1,1,2,0,0,4,0,0,3,0,2,0,1,4,2,0,0,2
"1252","Zotu.1257",1,0,0,1,0,2,1,1,0,1,0,1,1,3,1,0,4,2,0,0,0,1,2,1,0,0,2,0,1,1,0,1,2,0,0,0,1,1,1,0,1,1
"1253","Zotu.1258",2,0,0,2,0,2,0,1,3,0,0,0,0,2,0,2,0,1,1,0,2,2,1,2,1,2,1,1,1,0,2,0,2,0,2,1,0,2,3,2,0,3
"1254","Zotu.1259",0,1,2,1,0,0,0,0,1,1,1,1,0,2,1,1,2,1,2,0,0,0,1,3,1,1,1,0,0,0,1,2,1,2,1,2,2,0,1,1,2,0
"1255","Zotu.1260",1,0,0,1,3,1,0,2,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,2,3,0,1,0,2,1,1,0,2,1,0,0
"1256","Zotu.1261",1,0,1,2,0,0,0,0,1,1,2,3,0,0,1,2,0,0,3,2,1,0,2,1,6,2,2,0,0,2,0,2,1,1,1,3,0,1,1,1,1,1
"1257","Zotu.1262",0,0,1,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,2,0,1,1,1,2,1,0,2,0,0,1,0,0
"1258","Zotu.1263",2,1,0,3,0,1,2,0,0,2,0,1,1,0,0,0,0,0,3,1,1,0,1,2,0,2,0,0,1,3,0,0,0,1,3,3,0,2,2,0,0,0
"1259","Zotu.1264",2,0,1,0,0,0,4,0,1,1,0,3,1,1,2,1,1,3,0,0,3,0,0,3,2,0,1,2,0,0,1,2,1,1,1,3,1,1,1,1,0,0
"1260","Zotu.1265",3,0,1,3,0,0,1,3,1,0,0,1,1,1,0,0,0,1,1,0,0,2,2,0,0,1,1,1,1,4,2,0,0,1,0,0,1,0,2,2,0,0
"1261","Zotu.1266",2,3,2,0,0,0,1,4,1,0,0,0,4,1,3,0,0,0,3,0,0,1,2,1,1,0,3,2,1,1,2,1,0,0,4,0,2,1,3,1,2,0
"1262","Zotu.1267",0,0,1,0,1,2,1,2,1,0,1,1,0,1,0,1,0,0,0,2,2,1,1,0,0,1,3,1,1,0,1,0,0,3,1,1,3,0,1,0,1,0
"1263","Zotu.1268",3,2,0,0,0,1,2,2,2,0,0,1,1,3,0,1,1,0,0,0,0,0,1,1,4,0,1,1,4,0,1,0,2,3,2,2,1,1,0,2,2,2
"1264","Zotu.1269",1,0,0,0,1,1,1,0,0,1,1,2,1,0,0,1,1,1,1,1,2,1,1,0,1,1,1,2,0,2,3,0,0,2,0,0,2,0,0,1,0,2
"1265","Zotu.1270",1,0,2,1,1,0,2,1,1,1,0,0,1,1,0,1,1,0,0,2,1,0,3,0,1,3,0,1,2,3,1,0,3,2,0,0,0,2,0,0,1,0
"1266","Zotu.1271",1,1,2,1,1,1,1,2,1,2,0,3,0,3,2,1,2,2,0,1,0,0,0,1,0,3,0,0,2,3,0,1,4,3,2,1,1,1,1,0,3,0
"1267","Zotu.1272",2,2,1,0,3,1,0,2,2,0,1,2,2,0,1,2,3,0,1,1,1,1,1,1,2,4,0,2,1,2,2,0,1,0,1,2,1,0,0,0,1,1
"1268","Zotu.1273",1,1,2,2,0,1,1,3,0,0,4,2,1,1,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,2,3,0,1,0
"1269","Zotu.1274",1,0,0,1,1,1,0,0,1,0,0,2,0,1,2,0,0,1,0,1,1,2,0,1,2,0,1,1,1,1,2,1,1,1,1,0,0,1,0,0,0,0
"1270","Zotu.1275",1,2,2,2,0,2,0,0,2,0,0,0,1,0,3,1,1,0,1,2,0,1,1,0,0,0,3,2,4,4,0,1,2,0,2,1,2,0,1,0,0,0
"1271","Zotu.1276",1,0,0,0,3,1,1,1,1,0,0,0,0,0,1,0,2,1,2,2,1,1,1,0,0,1,2,1,2,3,0,0,1,2,1,0,0,0,1,0,1,1
"1272","Zotu.1277",2,0,1,0,2,1,2,1,2,2,1,1,1,0,0,2,3,1,0,0,0,1,1,1,1,1,2,3,0,1,3,0,0,1,2,1,0,1,0,0,1,2
"1273","Zotu.1278",0,2,0,1,0,1,1,0,0,1,2,1,0,0,0,1,2,1,1,1,0,2,0,2,1,0,1,0,1,1,0,1,1,1,1,1,4,0,1,0,0,1
"1274","Zotu.1279",1,0,1,3,1,1,2,0,2,0,0,1,1,1,0,2,1,1,1,2,1,1,1,1,0,0,0,1,2,0,0,0,1,0,4,0,1,0,1,0,0,2
"1275","Zotu.1280",2,1,1,1,1,1,2,2,3,4,0,0,1,0,1,3,2,0,1,3,0,3,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1
"1276","Zotu.1281",1,0,2,0,2,2,1,0,5,4,0,0,2,0,1,1,1,1,0,1,0,1,1,0,0,1,1,2,1,2,3,3,1,2,1,2,2,3,2,1,1,1
"1277","Zotu.1282",4,3,2,0,0,0,0,1,1,1,1,1,4,3,1,0,0,2,2,0,1,0,5,1,1,3,1,0,0,0,2,0,3,1,1,1,1,2,0,2,1,0
"1278","Zotu.1283",2,1,0,2,1,0,0,1,0,1,3,0,1,1,1,1,1,0,3,1,0,1,2,1,1,2,1,1,0,0,0,1,1,0,0,3,1,2,1,2,2,1
"1279","Zotu.1284",1,1,0,2,2,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,0,2,1,3,0,1,0,2,2,1,0,1,1,2,1,2,2,2,1,0,3,1
"1280","Zotu.1285",0,3,0,2,1,0,2,0,0,2,0,1,1,1,1,1,0,1,1,0,2,2,3,1,1,1,0,2,2,2,2,3,0,1,1,1,1,0,1,2,1,1
"1281","Zotu.1286",0,1,4,0,1,1,0,1,0,0,1,0,1,0,0,0,1,4,0,0,0,4,1,1,1,1,0,1,0,0,0,1,0,3,0,0,0,0,1,1,2,1
"1282","Zotu.1287",0,1,1,3,1,1,1,2,1,0,1,0,1,3,2,0,0,1,0,0,3,0,0,0,1,1,1,0,1,0,0,1,1,2,0,0,1,1,2,0,0,0
"1283","Zotu.1288",1,1,1,0,2,3,2,0,0,3,2,4,0,0,2,1,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,2,2,0,0,0,2,0,2,2,2,1
"1284","Zotu.1289",0,1,1,0,0,0,2,1,2,3,0,0,0,1,4,2,2,0,1,2,3,1,2,2,0,2,1,1,0,1,1,3,1,0,1,0,2,1,1,0,2,1
"1285","Zotu.1290",0,3,2,0,1,0,0,0,1,2,1,0,1,0,2,2,1,0,4,3,3,2,3,0,3,1,2,3,2,2,0,2,0,0,0,0,1,3,2,1,0,0
"1286","Zotu.1291",0,1,0,1,3,0,0,0,1,3,2,0,0,1,0,0,1,1,0,0,0,1,0,2,0,2,2,0,1,3,1,2,1,1,1,3,2,0,0,0,2,0
"1287","Zotu.1292",1,2,1,1,1,1,0,0,1,0,2,2,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,1,2,1,1,0,1
"1288","Zotu.1293",4,1,1,0,0,2,3,0,0,0,3,2,0,0,0,3,1,0,0,2,1,1,0,2,1,3,1,0,0,0,0,2,2,0,1,0,0,0,0,2,0,2
"1289","Zotu.1294",0,4,2,1,3,1,0,0,2,2,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,2,1,1,1,1,3,1
"1290","Zotu.1295",0,0,3,0,0,0,3,2,0,2,2,0,0,0,0,1,4,2,3,1,2,1,0,0,1,0,0,1,0,0,2,1,1,0,1,0,3,0,0,1,0,3
"1291","Zotu.1296",0,2,1,0,1,2,1,0,0,1,1,2,3,1,2,1,0,1,0,1,1,1,1,1,1,0,0,0,6,2,1,1,0,0,0,1,0,1,1,0,0,2
"1292","Zotu.1297",0,0,0,2,2,2,0,1,0,1,0,1,0,1,1,0,2,2,3,0,0,1,0,5,2,2,1,1,0,0,1,0,0,0,2,1,0,2,2,1,0,0
"1293","Zotu.1298",0,0,1,0,2,1,0,2,2,2,1,1,1,0,4,1,0,0,1,3,2,0,2,0,0,1,1,0,1,1,2,0,3,0,1,1,0,1,0,0,2,0
"1294","Zotu.1299",0,0,0,2,1,2,0,1,0,0,1,2,0,1,0,1,1,1,1,3,0,0,0,0,0,1,1,3,2,1,1,0,1,0,0,1,2,1,1,1,1,0
"1295","Zotu.1300",0,0,3,1,1,1,1,3,2,4,1,2,1,1,3,1,0,1,0,1,1,3,1,2,1,1,4,0,1,1,3,1,1,0,1,1,0,0,1,0,1,0
"1296","Zotu.1301",3,0,0,2,0,2,2,2,0,1,0,1,1,1,1,1,1,2,1,0,1,2,0,2,0,1,0,2,0,1,1,2,0,1,2,0,1,1,2,1,2,1
"1297","Zotu.1302",1,2,1,2,0,1,0,1,0,1,3,1,1,2,1,0,1,1,1,0,1,1,5,0,2,1,1,0,2,0,2,0,2,2,1,0,0,0,0,0,3,1
"1298","Zotu.1303",1,1,1,3,0,1,4,3,0,0,1,1,0,1,0,0,0,2,2,4,1,4,2,3,1,2,1,1,1,1,0,0,1,4,0,0,0,2,1,2,2,0
"1299","Zotu.1304",1,1,0,1,0,0,2,0,4,1,0,1,2,0,1,1,1,0,2,1,2,0,0,0,0,1,1,1,0,3,0,0,2,1,2,1,2,1,0,1,2,0
"1300","Zotu.1305",4,0,2,0,1,1,2,5,0,0,1,1,1,2,0,0,0,0,2,1,0,0,0,2,2,1,1,2,3,1,0,0,1,1,0,0,1,4,4,2,6,1
"1301","Zotu.1306",0,1,1,1,0,0,0,2,1,1,1,0,2,1,2,1,0,1,2,1,2,0,2,3,1,1,1,0,2,0,1,1,2,1,1,1,2,1,1,1,0,1
"1302","Zotu.1307",3,1,0,1,0,1,0,2,0,0,0,1,1,1,1,1,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,2,1,2,0,3,0,1,3,1
"1303","Zotu.1308",1,2,1,0,1,0,0,1,2,2,0,0,0,2,0,2,1,0,2,0,2,0,1,0,1,5,2,0,0,1,0,0,2,0,1,1,1,0,0,3,0,2
"1304","Zotu.1309",0,1,0,2,0,1,0,1,0,0,1,2,0,1,1,2,1,1,0,1,1,2,1,0,3,1,2,3,0,1,0,1,2,4,3,1,0,1,1,1,1,0
"1305","Zotu.1310",0,0,0,1,1,0,2,1,0,0,4,1,2,2,0,1,1,1,1,4,1,0,1,0,1,1,0,2,1,2,2,1,0,0,0,1,1,0,1,0,1,0
"1306","Zotu.1311",3,0,2,1,0,1,2,1,1,0,2,0,0,0,0,0,1,0,2,2,0,1,2,1,2,3,1,1,3,2,2,1,0,2,0,0,1,0,0,0,3,1
"1307","Zotu.1312",1,2,0,0,4,0,0,2,0,0,2,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,2,2,1,0,1,2,1,3,1,1,0,0,1
"1308","Zotu.1313",1,1,0,0,0,1,1,0,3,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,5,1,0,0,2,2,1,0,1,4,1,0,1,2,1,1,3,1
"1309","Zotu.1314",2,1,3,2,1,3,2,2,1,1,1,3,0,1,0,0,2,0,0,0,1,1,2,1,0,0,5,1,0,1,0,1,0,3,0,1,1,2,2,0,0,1
"1310","Zotu.1315",0,1,0,1,2,2,0,1,0,0,0,0,0,2,1,2,0,2,3,1,2,1,1,2,0,0,1,0,1,1,0,2,1,0,2,0,1,0,0,1,1,0
"1311","Zotu.1316",0,1,0,1,0,0,0,1,4,0,2,0,0,1,0,0,1,2,1,2,1,1,1,1,0,0,0,0,0,1,2,0,0,2,3,1,1,3,0,0,0,1
"1312","Zotu.1317",1,2,2,0,0,1,2,0,1,1,2,1,0,1,1,0,1,1,2,1,1,2,0,0,0,0,0,0,2,0,1,1,1,0,1,1,0,1,1,0,0,0
"1313","Zotu.1318",0,0,1,1,0,0,0,4,2,3,0,1,0,2,1,1,1,2,2,0,0,1,1,0,0,1,0,0,2,2,0,0,1,0,0,2,1,0,1,4,1,0
"1314","Zotu.1319",2,0,1,1,1,0,0,1,0,1,0,2,1,0,2,0,3,0,0,0,2,2,1,0,2,2,1,1,1,0,0,1,3,1,1,3,0,0,2,0,2,1
"1315","Zotu.1320",2,2,0,1,0,1,0,3,0,2,0,2,0,2,2,2,0,2,1,0,3,1,2,0,0,1,0,0,2,0,1,3,0,1,2,2,1,0,2,1,1,0
"1316","Zotu.1321",1,0,1,0,0,2,1,1,1,1,1,0,4,0,0,0,1,0,1,1,3,4,0,1,0,2,0,2,1,5,0,1,2,3,2,4,0,0,0,3,1,0
"1317","Zotu.1322",1,1,0,2,3,1,2,2,1,1,1,3,1,1,0,1,1,0,1,2,0,2,2,0,1,0,1,1,1,1,0,0,4,0,0,1,1,2,0,1,1,2
"1318","Zotu.1323",1,1,1,1,2,1,0,1,1,1,3,1,0,1,3,0,1,0,1,0,1,1,0,2,1,0,3,0,1,0,1,0,0,0,0,1,2,1,1,1,2,1
"1319","Zotu.1324",1,2,0,1,1,0,1,0,1,2,0,0,0,3,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,2,0,1,0,4,0,1,1,1,1
"1320","Zotu.1325",0,0,1,2,3,0,1,0,1,2,2,1,2,0,3,2,1,1,0,1,2,1,3,0,0,2,1,0,1,0,0,0,0,0,1,3,1,2,2,3,0,2
"1321","Zotu.1326",0,0,4,3,0,0,0,1,2,1,1,2,2,2,1,0,1,0,0,1,1,1,0,1,1,4,1,2,0,0,0,3,0,0,0,0,2,0,2,1,0,1
"1322","Zotu.1327",2,1,1,0,0,4,1,0,1,1,2,0,0,2,1,0,0,2,1,0,0,1,0,0,0,0,0,1,2,2,0,1,0,1,0,2,0,1,0,1,1,0
"1323","Zotu.1328",0,0,0,0,0,0,2,1,0,2,1,3,2,1,2,3,0,3,1,0,0,2,0,2,1,1,0,2,1,1,0,1,0,1,1,1,0,1,2,0,1,1
"1324","Zotu.1329",1,3,1,0,1,0,0,0,1,3,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,2,0,0,1,1,1,2,0,1,1,1,0,1,1,2,0,1
"1325","Zotu.1330",0,1,0,0,0,1,1,2,1,0,2,1,3,2,1,0,0,1,1,0,1,0,0,0,2,3,2,0,1,2,2,2,1,1,3,1,0,0,3,2,2,1
"1326","Zotu.1331",1,0,1,1,3,1,2,0,2,0,1,1,0,2,2,2,1,2,1,0,2,4,0,0,1,1,3,0,2,2,2,1,0,3,0,3,1,0,1,0,0,0
"1327","Zotu.1332",1,1,0,0,0,1,1,0,1,0,1,4,1,0,0,0,0,1,1,0,1,1,2,0,3,1,1,1,1,0,1,2,1,1,0,0,1,1,2,1,0,0
"1328","Zotu.1333",1,1,2,0,4,0,0,1,1,3,1,0,1,1,3,1,0,2,1,2,1,0,2,0,2,3,2,1,1,1,1,1,1,1,0,2,2,3,1,2,1,2
"1329","Zotu.1334",1,1,1,1,1,0,1,2,0,1,0,1,3,2,2,1,2,2,1,2,0,0,0,2,1,1,0,2,1,0,0,2,3,0,2,0,1,3,2,0,2,0
