"","Wargo.109865","Wargo.116774","Wargo.115690","Wargo.118369","Wargo.120662","Wargo.121296","Wargo.121409","Wargo.117349","Wargo.118370","Wargo.122639","Wargo.123197","Wargo.122114","Wargo.123305","Wargo.122637","Wargo.123704","Wargo.122410","Wargo.123009","Wargo.121585","Wargo.122412","Wargo.122724","Wargo.121891","Wargo.121892","Wargo.124418","Wargo.123986","Wargo.124419","Wargo.124421","Wargo.126747","Wargo.126802","Wargo.127261","Wargo.127262","Wargo.130510","Wargo.130511","Wargo.130801","Wargo.132265","Wargo.131512","Wargo.131300","Wargo.133270","Wargo.132266","Wargo.131541","Wargo.131302","Wargo.131051","Wargo.132538","Wargo.132268"
"OTU_756",0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_385",0,0,6,0,15,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28,7,2,0,0,0,0,0,10,0,15,0,17,0,36,0,0
"OTU_86",0,0,27,0,0,2,2,376,3,0,1,0,0,0,0,1719,0,5,0,0,0,0,519,0,0,0,2,0,0,94,0,0,0,0,0,0,0,159,0,0,0,0,0
"OTU_515",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_357",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,90,0,0,0,0
"OTU_619",0,0,31,12,5,1,3,11,0,101,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,1,0,27,0,0,0,0,11,3,0,0,2,15,0,0,0,13
"OTU_214",0,0,94,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,288,3,0,0,0,0,0
"OTU_891",0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_898",0,0,7,0,104,4,0,0,139,1,2,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0
"OTU_287",0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,7,0,6,0,0,0,14,3,0,0,0,0,0,0,47,0,0,0,0,82,0,28,0,0,0,0,0,0
"OTU_452",0,0,2,0,13,0,5,28,15,0,2,9,5,7,0,4,1,2,1,0,0,0,5,0,45,4,4,0,7,0,0,9,0,30,64,17,0,0,1,0,2,0,1
"OTU_272",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,53,0,0,0,0,0,0,154,0,0,0,0,0,0,0,59,0,0,0,0,0
"OTU_1372",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_29",0,0,12,142,1218,0,2118,117,0,0,0,0,47,0,0,0,0,16,0,0,0,32,657,0,0,1252,1072,136,0,208,0,0,1,0,2,0,0,255,2411,0,0,0,177
"OTU_94",0,0,7,2,3,164,0,16,112,10,0,0,17,94,15,3,1,2,4,0,2,42,8,10,0,0,0,2,0,11,12,22,4,2,41,0,92,23,30,0,1441,0,1
"OTU_1371",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_128",0,0,1,51,9,0,68,254,3,0,0,0,0,0,1,0,3,0,2,0,0,11,5,1,0,1,30,54,2,2,1,12,0,1,14,28,0,468,481,0,0,9,164
"OTU_235",0,0,4,0,67,1,24,30,0,0,36,0,5,52,26,29,3,3,1,0,4,1,13,0,0,1,202,14,3,5,0,0,0,0,12,0,7,9,27,0,0,0,0
"OTU_607",0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU_1045",0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,9,0,0,0,0,2,0,0,1,0,16,0,6,0,0,1,0
"OTU_226",0,0,11,36,0,0,16,5,0,0,0,0,0,0,0,0,6,0,0,0,0,38,11,0,0,5,79,4,0,4,0,0,0,0,0,0,0,5,32,146,0,0,32
"OTU_150",0,0,10,863,0,2,2,0,2,0,0,0,47,0,0,0,0,12,280,0,0,0,0,0,0,3,1,941,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0
"OTU_134",0,0,5,55,7,0,397,43,254,1308,0,0,27,0,0,9,0,6,4,0,0,6,7,0,0,13,66,1,65,62,0,0,0,198,367,148,0,1,158,0,75,0,4
"OTU_790",0,0,5,51,0,1,0,26,0,76,179,0,12,10,3,0,10,0,1,0,0,0,4,6,0,0,183,76,0,0,0,0,77,0,28,0,16,3,6,0,0,0,83
"OTU_1401",0,0,2,5,5,4,5,4,5,0,2,2,1,0,0,0,0,0,0,0,0,0,5,1,3,4,9,7,6,13,13,8,5,4,7,4,4,2,3,6,2,3,4
"OTU_513",0,0,3,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0
"OTU_426",0,0,6,2,6,0,5,0,78,0,0,0,1,0,0,0,1,0,0,0,0,1,2,36,0,0,0,4,0,1,4,1,3,18,0,0,7,0,5,0,0,0,13
"OTU_671",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
"OTU_1309",0,0,7,22,15,0,5,6,0,0,1,0,0,0,8,1,4,0,8,0,0,2,3,1,0,0,423,104,0,50,18,198,0,8,1,68,0,77,22,0,0,70,208
"OTU_76",0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,0,84,536,0,0,0,1014,0,0,585,0
"OTU_878",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1325",0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_282",0,0,6,0,0,0,24,62,0,0,0,0,8,0,0,9,0,0,0,0,1,0,8,0,0,0,4,0,8,19,0,0,0,6,27,0,0,2,0,0,0,0,2
"OTU_410",0,0,3,22,0,0,0,3,15,0,0,0,0,0,0,0,0,3,1,0,4,1,2,0,0,0,6,0,0,19,0,0,0,0,32,8,0,17,19,0,0,8,5
"OTU_672",0,0,1,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1107",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_172",0,0,7,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,15
"OTU_472",0,0,4,2,18,0,14,43,0,0,0,0,0,0,4,5,2,0,4,0,0,21,67,2,0,2,115,37,0,5,0,4,0,26,14,69,0,133,77,0,0,0,42
"OTU_117",0,0,6,115,82,4,3,56,0,206,198,0,0,0,0,7,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,38,272,0,1,24,34,0,0,0,142
"OTU_111",0,0,27,3,102,0,0,163,0,2,3,0,0,0,1,33,5,1,0,0,0,94,11,0,0,0,244,4,0,0,0,0,3,1,4,1,0,50,821,0,0,0,475
"OTU_441",0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,11,2,0,0,0,0,9,0,0,0,17,0,0,0,0
"OTU_884",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_186",0,0,10,136,0,0,144,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,35,50,1,0,0,0,0,0,0,4,34,28,102,0,0,0,0,136
"OTU_433",0,0,9,394,911,1,26,384,0,1,3,0,18,4,55,4,0,40,79,0,268,21,19,3,0,207,11,90,0,1,424,0,2,2,460,565,0,126,408,0,0,1,249
"OTU_1122",0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,35,0,0,0,0,0,0,6,0,0,0,0,0,0,0,25,0,0,0,0,0
"OTU_102",0,0,18,17,3,462,17,0,35,0,1,0,19,16,0,10,0,4,0,12,10,12,7,8,16,0,64,11,0,3,0,0,0,1,0,2,19,15,13,0,917,1,11
"OTU_962",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"OTU_329",0,0,5,28,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,72,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,14,0,0,0,0,0
"OTU_718",0,0,3,0,2,0,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0
"OTU_635",0,0,15,1,37,1,3,103,2,0,0,0,0,0,6,5,0,1,0,0,0,19,35,6,0,36,163,35,0,14,2,24,0,9,85,90,0,66,84,0,1,2,119
"OTU_325",0,0,2,9,23,0,79,26,0,0,30,2,7,0,0,0,6,1,10,0,5,0,0,2,2,0,1,22,7,4,61,14,0,0,0,0,0,0,12,0,0,0,21
"OTU_378",0,0,5,0,0,0,5,12,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,20,0,0,8,1,0,4,0,0,7,0,0,0,0,0,0,0,0,0,14
"OTU_1148",0,0,10,35,373,1,1037,423,0,0,0,0,0,0,0,0,0,0,0,0,0,144,59,0,0,0,310,482,0,0,0,0,0,0,1,0,0,1,5,0,1,385,0
"OTU_920",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_514",0,0,14,4,43,5,22,18,2,35,0,0,11,0,2,0,6,0,0,1,0,1,25,1,0,0,14,4,6,6,1,1,0,0,2,3,1,4,33,7,0,0,14
"OTU_126",0,0,2,36,65,186,7,31,13,0,0,0,11,231,0,31,1,70,6,24,51,44,185,155,62,0,127,25,81,2,0,168,2,1,150,201,0,94,60,0,1,0,90
"OTU_624",0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,7,0,1,3,0,1,2,17,0,0,0
"OTU_903",0,0,4,0,4,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_437",0,0,1,2,67,12,10,73,2,8,0,3,29,0,2,13,6,1,1,0,1,6,58,2,0,38,170,3,125,55,39,44,11,0,97,48,0,4,217,0,0,0,3
"OTU_793",0,0,4,0,16,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,2,0,2,0,0,5,3,0,1,0,0,2,0,0,3,9
"OTU_781",0,0,3,3,0,0,1,0,1,3,1,0,0,3,1,0,2,0,0,0,0,0,1,16,1,0,0,0,0,2,0,0,6,1,1,1,0,0,2,0,0,8,0
"OTU_1106",0,0,8,46,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,115,0,0,0,0,0,0,147,1,3,0,0,0,0,6,20,26,0,0,0,0
"OTU_304",0,0,1,1,6,0,8,1,0,0,0,0,0,0,93,2,0,0,0,3,0,0,16,16,2,0,0,2,0,1,1,0,0,4,3,2,3,2,3,68,2,4,3
"OTU_383",0,0,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,8,0
"OTU_374",0,0,2,0,5,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,24,0,17,6,0,0,0,0,2,0,18,2,0,0,0,0,0
"OTU_776",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,2,0,211,0,0,0,0,0,0,4,0,14,0,0
"OTU_355",0,0,3,0,15,0,0,2,0,0,0,0,19,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,38,0,40,8,0,0,0,0,0
"OTU_336",0,0,1,5,93,3,0,0,240,0,6,38,4,0,0,0,0,0,0,0,2,1,16,0,23,1570,2,0,2,3,7,0,0,69,0,56,0,0,0,0,0,0,0
"OTU_964",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0
"OTU_989",0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_154",0,0,4,4,4,224,2,3,35,0,0,0,1,0,0,0,0,0,17,0,0,1,0,24,0,0,0,3,0,4,0,0,278,0,17,18,0,0,0,456,0,0,8
"OTU_122",0,0,1,0,2,9,7,0,6,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,1479,1,0,0,0,0,21,0,6,0,2,0,0,5,2,1,1
"OTU_823",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_476",0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,3
"OTU_170",0,0,5,2,0,13,13,21,0,0,0,0,21,0,0,44,0,17,0,7,0,0,0,14,0,0,0,0,5,34,0,0,0,108,22,1,102,0,29,333,0,0,0
"OTU_885",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1225",0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1013",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_397",0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,16,2,0,3,0,0,0,0,5,2,23,0,0,0,0,0,0
"OTU_894",0,0,5,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0
"OTU_222",0,0,7,14,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,280,0,0
"OTU_1413",0,0,3,3,9,0,1,19,0,142,0,0,2,0,0,0,0,0,0,0,0,6,38,0,0,0,36,7,0,0,3,3,0,21,6,5,0,17,7,0,0,0,2
"OTU_914",0,0,16,0,9,0,26,0,4,0,1,0,2,3,0,0,1,1,0,0,0,0,4,14,3,7,2,0,0,0,0,6,0,6,6,0,0,0,4,0,3,0,2
"OTU_925",0,0,2,0,5,0,2,1,0,11,1,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,3,1,3,0,0,3,0,2,2,4,0,0,0,0,0,0,5
"OTU_1094",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
"OTU_263",0,0,3,30,0,1,0,18,103,0,0,0,0,26,0,0,0,2,0,0,5,2,0,5,0,0,215,3,11,4,0,0,0,0,47,0,66,3,13,0,0,0,3
"OTU_655",0,0,4,0,6,0,0,0,3,0,0,0,2,0,0,0,2,6,9,0,0,0,0,6,1,0,15,0,0,1,0,17,18,0,5,0,47,0,13,0,0,3,0
"OTU_247",0,0,7,0,0,2,0,0,32,0,12,0,20,0,0,11,0,0,0,0,6,0,19,0,0,0,0,0,20,0,0,6,0,0,0,0,0,3,0,0,139,0,0
"OTU_532",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,0,0,0,0,0
"OTU_1109",0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_342",0,0,2,1,95,1,42,22,2,39,0,0,9,0,0,1,1,1,0,0,0,0,43,2,0,39,36,3,8,8,1,3,0,1,42,1,0,4,114,0,0,0,5
"OTU_273",0,0,2,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,8
"OTU_382",0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,6,0,1,4,10,0,0,0,0,0,0,16,8,23,0,0,2,0,0,0,0,0,0,0,0,0,0,11
"OTU_1373",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_448",0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,39,0,0,4,0,0,0,0,0,0,16,7,0,0,0,0,0
"OTU_888",0,0,4,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,11,0,0,0,5,8,0,0,0,0,0,0,0
"OTU_334",0,0,1,3,2,0,0,2,4,1,0,0,0,0,0,0,0,1,0,3,2,4,0,0,0,0,7,14,4,4,0,3,0,6,7,0,28,1,5,0,13,0,0
"OTU_840",0,0,5,0,26,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,64,4,0,0,0,0,0,24,0,0,0,1,1,0,0,21,3,0,0,0,0
"OTU_390",0,0,2,1,79,1,37,32,3,145,11,0,6,0,0,4,8,0,1,0,0,2,14,0,0,9,24,9,18,13,20,2,0,17,19,5,1,1,65,4,0,3,66
"OTU_286",0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,137,1,0,0,0,0,0
"OTU_968",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"OTU_723",0,0,2,0,5,0,10,22,41,0,1,2,0,0,0,9,3,1,8,0,0,10,7,5,17,6,43,0,7,18,0,5,0,0,11,6,0,0,0,0,1,0,6
"OTU_1374",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_890",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_265",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,36,51,0,0,0,0,152,0,0,244,0,0,0,0,0
"OTU_1113",0,0,2,14,7,10,14,7,9,2,2,0,2,0,0,0,0,0,0,0,0,0,9,9,17,6,10,13,16,17,18,22,8,9,14,11,6,8,11,2,7,4,8
"OTU_1370",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1379",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_824",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"OTU_211",0,0,3,61,33,0,10,25,213,0,0,0,13,0,640,36,0,34,0,0,0,10,22,5,0,0,0,25,26,20,0,0,0,0,0,0,0,23,32,0,0,0,9
"OTU_1355",0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,4,0,0,0,1
"OTU_923",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1378",0,0,3,0,4,0,13,2,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,3,15
"OTU_464",0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,0,0,0,0,4,0,1,1,0,15,0,0,0
"OTU_144",0,0,2,21,2,3,9,0,0,938,0,19,2,0,0,0,0,0,0,1,0,0,7,85,0,0,0,3,1,3,6,1,150,9,2,6,2,1,20,168,2,57,11
"OTU_569",0,0,2,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"OTU_748",0,0,1,0,0,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,0,6,3,0,0,0,0,0
"OTU_417",0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,2,0,0,0,0,0
"OTU_549",0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
"OTU_256",0,0,1,0,3,0,0,0,119,0,0,0,0,0,0,1,0,1,2,0,0,0,3,2,0,0,54,0,9,2,0,0,0,0,17,0,31,2,3,0,0,0,1
"OTU_333",0,0,4,0,2,0,0,23,0,0,0,0,10,21,43,0,0,0,0,0,0,7,3,0,0,0,46,0,0,0,0,4,0,0,2,2,0,3,0,0,0,5,0
"OTU_97",0,0,1,0,5,0,0,392,0,0,0,0,0,0,0,15,15,43,0,0,0,4,1,70,0,0,196,0,0,9,0,93,0,279,208,0,426,39,0,0,0,0,0
"OTU_1443",0,0,3,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0,1,7,0,1,0,1
"OTU_1420",0,0,3,0,3,0,1,1,3,0,4,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,444,1,1,2,0,2,2,0,0,0,5,0,2,0,1
"OTU_1329",0,0,3,9,4,19,0,2,7,0,1,0,3,0,0,0,2,0,2,0,0,0,4,0,1,1,7,1,3,12,2,0,0,10,0,0,1,0,21,0,1,0,5
"OTU_1178",0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,36,0,0,0,78
"OTU_716",0,0,2,0,1,0,0,0,0,0,147,0,0,0,0,0,0,0,11,0,0,0,95,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1292",0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0
"OTU_233",0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,8,15,0,0,0,199,0,0,3,0,0,0,0,5,0,341,3,8,0,0,0,2
"OTU_434",0,0,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_1331",0,0,1,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,1,4,0,0,0,0,2,1,0,0,4,0,0,0,0
"OTU_536",0,0,2,0,8,1,19,4358,0,0,16,0,18,0,0,0,0,0,0,0,0,1,4,2,0,4,1,1,2,0,11,2,0,2,2,2,0,0,3,0,0,0,3
"OTU_788",0,0,2,6,73,2,117,158,0,3,0,0,12,0,0,0,0,1,2,0,4,38,28,0,0,14,118,40,0,13,2,2,0,0,111,11,0,41,102,0,0,22,40
"OTU_922",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU_889",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_868",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"OTU_1320",0,0,4,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,7,6,1,0,1,3,0,2,0,9,0,0,0,0,4,0,1,0,4
"OTU_281",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1097",0,0,2,0,3,0,0,0,2,0,1,1,4,0,0,0,2,0,0,0,3,0,15,0,5,1,3,0,0,1,0,0,0,5,0,2,0,0,3,0,0,0,0
"OTU_230",0,0,1,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0
"OTU_1380",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1318",0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"OTU_999",0,0,1,15,115,0,0,22,0,0,0,0,3,0,0,0,0,1,2,0,6,2,1,0,0,14,0,3,0,0,13,0,2,0,14,16,0,17,56,0,0,0,14
"OTU_280",0,0,1,0,5,41,52,2,136,0,12,11,0,10,0,0,0,1,0,1,8,1,0,0,0,0,34,2,1,5,5,13,0,2,0,4,25,1,3,0,99,7,3
"OTU_369",0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,0,0,0,36
"OTU_950",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1
